File,Sheet,Total Rows,Removed Rows,Total Cells,Removed Cells,Removed Whitespaces,Total Columns,Removed Columns,Original Size,Cleaned Size,Size Reduction Factor
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601233235.xlsx,csv-62361-0035_3,853,0,17060,0,0,1,0,724076,724058,2.4859268916522575e-05
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601233235.xlsx,csv-62361-0035_2,427,0,8540,0,0,1,0,361155,361137,4.9840096357519624e-05
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601233235.xlsx,csv-62361-0035_1,214,0,3424,0,0,1,0,145886,145868,0.0001233840121738892
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601233235.xlsx,csv-62361-0033,11,0,165,0,0,1,0,7892,7874,0.002280790674100355
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601233235.xlsx,csv-62361-0030_3,1301,0,19515,0,0,1,0,841778,841760,2.1383310088883294e-05
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601233235.xlsx,csv-62361-0040_1,2,0,22,0,0,1,0,2083,2065,0.008641382621219395
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601233235.xlsx,csv-62361-0040_2,63,0,945,0,0,1,0,40520,40502,0.00044422507403751236
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601233235.xlsx,csv-62361-0043_1,2,0,24,0,0,1,0,2152,2134,0.008364312267657992
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601233235.xlsx,csv-62361-0046_4,37,0,666,0,0,1,0,28857,28839,0.0006237654641854663
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601233235.xlsx,csv-62361-0046_3,19,0,285,0,0,1,0,12870,12852,0.0013986013986013986
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601233235.xlsx,csv-62361-0046_2,3,0,42,0,0,1,0,2896,2878,0.006215469613259668
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601233235.xlsx,csv-62361-0046_1,2,0,22,0,0,1,0,2080,2062,0.008653846153846154
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601233235.xlsx,csv-62361-0043_2,20,0,320,0,0,1,0,14126,14108,0.0012742460710746142
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601233235.xlsx,csv-62361-0030_2,145,0,2175,0,0,1,0,92539,92521,0.0001945125838835518
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601233235.xlsx,csv-62361-0030_1,38,0,570,0,0,1,0,24814,24796,0.000725396953332796
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601233235.xlsx,csv-62361-0016,7237,0,137503,0,0,1,0,5894949,5894931,3.053461531219354e-06
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601233235.xlsx,62361-0030,1491,0,91313,86755,0,3,0,2114421,302610,0.8568828062150348
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601233235.xlsx,62361-0016,1472,1355,8308,7746,0,4,0,247164,28612,0.884238805003965
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601233235.xlsx,62361-0011,1472,1355,8193,7745,0,4,0,243188,24767,0.8981569814300048
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601233235.xlsx,62361-0010,77,0,16742,4,0,5,0,500938,500846,0.00018365546235262647
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601233235.xlsx,Informationen zur Statistik,185,4,241,9,0,3,1,24111,23516,0.024677533076189292
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601233235.xlsx,62361-0033,1492,626,81568,62536,0,4,0,2087956,720429,0.6549596830584552
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601233235.xlsx,62361-0035,18,0,953,835,0,3,0,22466,6373,0.7163268939731149
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601233235.xlsx,62361-0040,70,0,1073,799,0,3,0,31473,16124,0.4876878594350713
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601233235.xlsx,csv-62361-0011,7236,0,130248,0,0,1,0,5619438,5619420,3.2031672918181497e-06
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601233235.xlsx,csv-62361-0010,68,0,1020,0,0,1,0,43151,43133,0.00041713981136010754
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601233235.xlsx,Erläuterung zu CSV-Tabellen,47,1,94,28,0,3,1,11664,10923,0.06352880658436214
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601233235.xlsx,62361-0046,1472,148,110333,107491,0,5,0,2446334,180225,0.9263285389484838
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601233235.xlsx,62361-0043,1472,1444,7971,7743,0,5,0,235494,10695,0.9545848301867563
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601233245.xlsx,Impressum,19,3,60,42,0,6,2,4689,3551,0.24269567071870335
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601233245.xlsx,GENESIS-Online,49,2,98,1,0,3,0,9896,9724,0.017380759902991108
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601233245.xlsx,Inhaltsübersicht,53,0,135,5,0,3,0,15330,15225,0.00684931506849315
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601233245.xlsx,Titel,15,0,216,0,0,2,0,7053,7035,0.002552105487026797
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601233245.xlsx,csv-62361-0035,11,0,165,0,0,1,0,7892,7874,0.002280790674100355
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601233245.xlsx,csv-62361-0033_4,1705,0,40920,0,0,1,0,1745260,1745242,1.0313649542188556e-05
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601233245.xlsx,csv-62361-0033_3,853,0,17060,0,0,1,0,723463,723445,2.4880332511821614e-05
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601233245.xlsx,csv-62361-0033_2,427,0,8540,0,0,1,0,361302,361284,4.981981832372918e-05
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601233245.xlsx,csv-62361-0033_1,214,0,3424,0,0,1,0,145949,145931,0.00012333075252314165
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601233245.xlsx,csv-62361-0030_3,1301,0,19515,0,0,1,0,841495,841477,2.1390501429004333e-05
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601233245.xlsx,csv-62361-0040_1,2,0,22,0,0,1,0,2083,2065,0.008641382621219395
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601233245.xlsx,csv-62361-0040_2,63,0,945,0,0,1,0,40516,40498,0.0004442689307927732
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601233245.xlsx,csv-62361-0043_1,2,0,24,0,0,1,0,2154,2136,0.008356545961002786
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601233245.xlsx,csv-62361-0046_4,37,0,666,0,0,1,0,28869,28851,0.0006235061831029824
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601233245.xlsx,csv-62361-0046_3,19,0,285,0,0,1,0,12898,12880,0.0013955652039075825
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601233245.xlsx,csv-62361-0046_2,3,0,42,0,0,1,0,2895,2877,0.0062176165803108805
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601233245.xlsx,csv-62361-0046_1,2,0,22,0,0,1,0,2079,2061,0.008658008658008658
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601233245.xlsx,csv-62361-0043_2,20,0,320,0,0,1,0,14167,14149,0.0012705583398037693
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601233245.xlsx,csv-62361-0030_2,145,0,2175,0,0,1,0,92561,92543,0.00019446635191927485
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601233245.xlsx,csv-62361-0030_1,38,0,570,0,0,1,0,24814,24796,0.000725396953332796
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601233245.xlsx,csv-62361-0016,7345,0,139555,0,0,1,0,5982931,5982913,3.0085588484975007e-06
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601233245.xlsx,62361-0030,1491,0,91313,86755,0,3,0,2114126,302315,0.8570023735576782
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601233245.xlsx,62361-0016,1472,1355,8308,7746,0,4,0,247162,28610,0.8842459601395036
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601233245.xlsx,62361-0011,1472,1355,8193,7745,0,4,0,243223,24802,0.8980277358637958
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601233245.xlsx,62361-0010,78,0,16748,4,0,5,0,501211,501119,0.00018355542875156373
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601233245.xlsx,Informationen zur Statistik,185,4,241,9,0,3,1,24111,23516,0.024677533076189292
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601233245.xlsx,62361-0033,1492,626,81568,62536,0,4,0,2087921,720394,0.6549706622041734
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601233245.xlsx,62361-0035,18,0,953,835,0,3,0,22466,6373,0.7163268939731149
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601233245.xlsx,62361-0040,70,1,1073,800,0,3,0,31469,16021,0.49089580221805584
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601233245.xlsx,csv-62361-0011,7345,0,132210,0,0,1,0,5704238,5704220,3.1555485588083806e-06
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601233245.xlsx,csv-62361-0010,69,0,1035,0,0,1,0,43772,43754,0.00041122178561637574
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601233245.xlsx,Erläuterung zu CSV-Tabellen,47,1,94,28,0,3,1,11665,10924,0.06352336048006858
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601233245.xlsx,62361-0046,1472,148,110329,107487,0,5,0,2446299,180263,0.926311951237359
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601233245.xlsx,62361-0043,1472,1444,7971,7743,0,5,0,235537,10738,0.95441055969975
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601243215.xlsx,Titel,15,0,216,0,0,2,0,7083,7083,0.0
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601243215.xlsx,Inhaltsübersicht,53,0,135,5,0,3,0,15375,15288,0.0056585365853658535
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601243215.xlsx,GENESIS-Online,52,2,104,1,0,3,0,10485,10317,0.01602288984263233
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601243215.xlsx,Impressum,19,3,60,42,0,6,2,4708,3580,0.23959218351741715
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601243215.xlsx,Informationen zur Statistik,185,4,241,9,0,3,1,24536,23950,0.023883273557222043
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601243215.xlsx,62361-0010,79,0,16754,4,0,5,0,501590,501516,0.00014753085189098667
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601243215.xlsx,62361-0011,1472,1355,8193,7745,0,4,0,243232,24827,0.8979287264833574
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601243215.xlsx,62361-0016,1472,1355,8308,7746,0,4,0,247142,28606,0.8842527777552985
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601243215.xlsx,62361-0030,1492,0,91314,86755,0,3,0,2114398,302605,0.856883614154005
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601243215.xlsx,62361-0033,1492,625,81569,62536,0,4,0,2086674,719263,0.6553064829484625
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601243215.xlsx,62361-0035,20,1,955,836,0,3,0,22668,6494,0.7135168519498853
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601243215.xlsx,62361-0040,71,1,1074,800,0,3,0,31624,16194,0.48792056665823424
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601243215.xlsx,62361-0043,1472,1443,7973,7743,0,5,0,235629,10886,0.9538002537887951
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601243215.xlsx,62361-0046,1472,147,110331,107487,0,5,0,2446380,180402,0.9262575724131166
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601243215.xlsx,Erläuterung zu CSV-Tabellen,47,1,94,28,0,3,1,11712,10987,0.06190232240437159
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601243215.xlsx,csv-62361-0010,70,0,1050,0,0,1,0,44373,44373,0.0
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601243215.xlsx,csv-62361-0011,7453,0,134154,0,0,1,0,5788364,5788364,0.0
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601243215.xlsx,csv-62361-0016,7453,0,141607,0,0,1,0,6070991,6070991,0.0
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601243215.xlsx,csv-62361-0030_1,38,0,570,0,0,1,0,24797,24797,0.0
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601243215.xlsx,csv-62361-0030_2,145,0,2175,0,0,1,0,92544,92544,0.0
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601243215.xlsx,csv-62361-0030_3,1301,0,19515,0,0,1,0,841478,841478,0.0
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601243215.xlsx,csv-62361-0033_1,214,0,3424,0,0,1,0,145932,145932,0.0
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601243215.xlsx,csv-62361-0033_2,427,0,8540,0,0,1,0,361285,361285,0.0
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601243215.xlsx,csv-62361-0033_3,853,0,17060,0,0,1,0,723446,723446,0.0
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601243215.xlsx,csv-62361-0033_4,1705,0,40920,0,0,1,0,1745243,1745243,0.0
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601243215.xlsx,csv-62361-0035,11,0,165,0,0,1,0,7875,7875,0.0
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601243215.xlsx,csv-62361-0040_1,2,0,22,0,0,1,0,2066,2066,0.0
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601243215.xlsx,csv-62361-0040_2,63,0,945,0,0,1,0,40499,40499,0.0
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601243215.xlsx,csv-62361-0043_1,2,0,24,0,0,1,0,2137,2137,0.0
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601243215.xlsx,csv-62361-0043_2,20,0,320,0,0,1,0,14150,14150,0.0
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601243215.xlsx,csv-62361-0046_1,2,0,22,0,0,1,0,2062,2062,0.0
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601243215.xlsx,csv-62361-0046_2,3,0,42,0,0,1,0,2878,2878,0.0
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601243215.xlsx,csv-62361-0046_3,19,0,285,0,0,1,0,12881,12881,0.0
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verdienste-5623601243215.xlsx,csv-62361-0046_4,37,0,666,0,0,1,0,28852,28852,0.0
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verkehr-2080110231065.xlsx,Impressum,19,3,62,40,0,5,3,4109,2950,0.28206376247262105
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verkehr-2080110231065.xlsx,Inhaltsübersicht,96,0,230,43,0,3,1,19281,18366,0.047456044810953786
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verkehr-2080110231065.xlsx,GENESIS-Online,163,0,16868,0,0,6,0,359625,359607,5.005213764337852e-05
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verkehr-2080110231065.xlsx,Titel,18,0,261,0,0,2,0,8097,8079,0.002223045572434235
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verkehr-2080110231065.xlsx,csv-46xxx-11,1019,0,13247,0,0,5,2,584137,583960,0.00030301110869539167
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verkehr-2080110231065.xlsx,csv-46xxx-12,187,0,2244,0,0,5,2,100791,100614,0.0017561091764145607
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verkehr-2080110231065.xlsx,csv-46xxx-13,197,0,328,0,0,12,1,21095,21004,0.004313818440388717
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verkehr-2080110231065.xlsx,csv-46xxx-14,373,0,446,0,0,11,1,31895,31804,0.002853111773005173
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verkehr-2080110231065.xlsx,csv-46181-15,346,333,823,669,0,13,2,40036,7747,0.8064991507643121
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verkehr-2080110231065.xlsx,csv-46181-16,7,1,73,1,0,12,2,4931,4669,0.05313323869397688
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verkehr-2080110231065.xlsx,csv-46xxx-10,175,0,2100,0,0,5,2,94166,93989,0.00187965932502177
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verkehr-2080110231065.xlsx,csv-46xxx-09,1104,0,14352,0,0,5,2,631711,631534,0.00028019141664463654
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verkehr-2080110231065.xlsx,csv-46xxx-08,243,0,2916,0,0,5,2,129745,129568,0.0013642144205942425
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verkehr-2080110231065.xlsx,csv-46xxx-02,138,0,1656,0,0,5,2,74425,74248,0.0023782331205911993
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verkehr-2080110231065.xlsx,csv-46xxx-03,587,0,7631,0,0,5,2,332759,332582,0.0005319164921159157
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verkehr-2080110231065.xlsx,csv-46xxx-04,93,0,1116,0,0,5,2,49862,49685,0.003549797440936986
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verkehr-2080110231065.xlsx,csv-46xxx-05,1979,0,25727,0,0,5,2,1144663,1144486,0.0001546306642216967
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verkehr-2080110231065.xlsx,csv-46xxx-06,341,0,4092,0,0,5,2,183873,183696,0.0009626209394527744
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verkehr-2080110231065.xlsx,csv-46xxx-07,1468,0,19084,0,0,5,2,837130,836953,0.00021143669442022148
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verkehr-2080110231065.xlsx,csv-46181-17,205,0,2665,51,0,14,1,108071,106909,0.010752190689454155
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verkehr-2080110231065.xlsx,csv-46181-18,679,0,2218,0,0,14,2,101451,101262,0.0018629683295383979
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verkehr-2080110231065.xlsx,csv-46421-19,37,0,346,0,0,11,1,15460,15370,0.005821474773609315
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verkehr-2080110231065.xlsx,csv-46251-28,6,0,72,0,0,13,1,4928,4838,0.018262987012987012
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verkehr-2080110231065.xlsx,csv-46241-29,37,0,571,0,0,16,0,21448,21430,0.0008392390898918314
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verkehr-2080110231065.xlsx,csv-46241-30,24,0,102,0,0,15,1,6769,6679,0.01329590781503915
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verkehr-2080110231065.xlsx,csv-46251-27,38,0,486,0,0,14,1,19679,19589,0.00457340312007724
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verkehr-2080110231065.xlsx,csv-46251-26,86,0,1118,0,0,14,1,47338,47248,0.0019012210063796527
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verkehr-2080110231065.xlsx,csv-46251-25,52,0,676,0,0,14,1,29240,29150,0.0030779753761969904
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verkehr-2080110231065.xlsx,csv-46421-20,6,0,54,0,0,10,1,4008,3918,0.02245508982035928
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verkehr-2080110231065.xlsx,csv-46421-21,59,22,1105,488,0,20,1,36405,25389,0.3025957972805933
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verkehr-2080110231065.xlsx,csv-46421-22,6,0,120,0,0,19,1,7067,6977,0.012735248337342579
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verkehr-2080110231065.xlsx,csv-46421-23,37,0,753,0,0,22,1,28024,27934,0.00321153297173851
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verkehr-2080110231065.xlsx,csv-46421-24,6,0,120,0,0,21,1,7183,7093,0.012529583739384658
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verkehr-2080110231065.xlsx,csv-46xxx-01,857,0,11141,0,0,5,2,489586,489409,0.0003615299457092319
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verkehr-2080110231065.xlsx,Erläuterung zu CSV-Tabellen,109,13,35289,614,0,8,0,755243,742167,0.01731363283075778
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verkehr-2080110231065.xlsx,46241-30,16,0,16427,16300,0,3,0,332320,7034,0.9788336543090996
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verkehr-2080110231065.xlsx,46xxx-07,806,6,19586,16512,0,4,1,540751,210718,0.6103234205761987
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verkehr-2080110231065.xlsx,46xxx-08,121,6,16812,16376,0,4,1,355781,28559,0.9197287095151231
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verkehr-2080110231065.xlsx,46xxx-09,698,6,19114,16469,0,4,1,501204,172020,0.6567864582086336
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verkehr-2080110231065.xlsx,46xxx-10,106,6,16752,16370,0,4,1,353115,26004,0.9263582685527377
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verkehr-2080110231065.xlsx,46xxx-11,268,6,18722,16716,0,3,1,449161,114921,0.744142968779569
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verkehr-2080110231065.xlsx,46xxx-12,42,0,16668,16362,0,3,1,345101,18497,0.9464011984897175
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verkehr-2080110231065.xlsx,46xxx-06,121,6,16931,16372,0,4,1,364537,37395,0.8974178204132914
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verkehr-2080110231065.xlsx,46xxx-05,806,6,20392,16560,0,4,1,582222,251198,0.5685528887606446
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verkehr-2080110231065.xlsx,46xxx-04,46,0,16556,16348,0,3,1,339813,13488,0.9603075809342198
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verkehr-2080110231065.xlsx,Informationen zur Statistik,415,26,13893,9026,0,5,0,351615,158270,0.5498769961463532
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verkehr-2080110231065.xlsx,46xxx-01,268,7,18198,16629,0,3,1,428393,95892,0.7761588074501684
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verkehr-2080110231065.xlsx,46xxx-02,49,0,16665,16376,0,4,1,344444,17567,0.9489989664502793
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verkehr-2080110231065.xlsx,46xxx-03,266,5,17654,16517,0,3,1,405799,75708,0.8134347300017989
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verkehr-2080110231065.xlsx,46181-13,1141,1120,16789,16608,0,4,2,408764,9929,0.9757097004628588
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verkehr-2080110231065.xlsx,46181-15,1136,1116,16708,16544,0,4,2,406224,8921,0.9780392098940486
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verkehr-2080110231065.xlsx,46421-24,1142,1131,45920,45765,0,5,3,1043451,7254,0.9930480683807864
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verkehr-2080110231065.xlsx,46251-25,61,0,33137,32628,0,3,1,746077,62278,0.9165260422181625
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verkehr-2080110231065.xlsx,46251-26,95,0,66028,65205,0,2,0,1551655,152635,0.9016308393296191
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verkehr-2080110231065.xlsx,46251-27,44,0,65571,65207,0,2,0,1530478,131420,0.9141314020848389
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verkehr-2080110231065.xlsx,46251-28,10,0,16383,16309,0,2,0,330370,4906,0.9851499833519993
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verkehr-2080110231065.xlsx,46241-29,54,0,16812,16308,0,2,0,348831,23389,0.9329503398493827
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verkehr-2080110231065.xlsx,46181-14,1132,1120,16473,16381,0,4,2,400305,5898,0.9852662344961967
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verkehr-2080110231065.xlsx,46421-23,1143,1098,45991,45290,0,5,3,1052063,27961,0.9734226942683091
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verkehr-2080110231065.xlsx,46421-21,1143,1098,18215,17482,0,6,4,469689,29120,0.9380015286710994
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verkehr-2080110231065.xlsx,46181-16,1137,1126,16430,16355,0,3,1,399301,5118,0.9871826015962896
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verkehr-2080110231065.xlsx,46181-17,1131,905,216170,214264,0,7,2,5416773,562465,0.8961623461053287
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verkehr-2080110231065.xlsx,46181-18,1138,1041,100960,100119,0,6,2,2471989,227771,0.907859217820144
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verkehr-2080110231065.xlsx,46421-19,1138,1093,16629,16369,0,3,1,407788,15334,0.9623971279194091
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verkehr-2080110231065.xlsx,46421-20,1138,1127,16409,16353,0,3,1,398656,4458,0.9888174265532188
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verkehr-2080110231065.xlsx,46421-22,1143,1132,17673,17518,0,6,4,451348,7311,0.9838018557742585
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verkehr-2080110231075.xlsx,Impressum,30,11,1050,930,0,4,1,24496,5911,0.7586952971913782
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verkehr-2080110231075.xlsx,Inhaltsübersicht,97,0,231,43,0,3,1,19361,18439,0.04762150715355612
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-verkehr-2080110231075.xlsx,GENESIS-Online,163,0,16868,0,0,6,0,359882,359864,5.0016394262563844e-05
